Country,Code,Year,Life Ladder,Log GDP Per Capita,Social Support,Health Life Expectancy,Freedom,Generosity,Corruption,Country Code,electricity,Gross savings,Inflation,Primary completion rate,Renewable electricity,Renewable energy consumption,preprimary_education,primary_education,secondary_eductaion,undernourishment,population below poverty line ,drinking water services,Unemployment male rate,Unemployment women rate,Income Classification,Internet services,Life expectancy birth,Population,Rural population,Urban population
Kuwait,KWT,2013,6.480031013,10.95171356,0.861948133,69.80000305,0.750524879,-0.002299078,0.750439852,KWT,100,55.1079902,2.682296841,100,0,0.0016,77.37908173,103.9619522,95.06651306,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,High income,75.46,74.885,3526382,0,100
Kyrgyzstan,KGZ,2013,5.40242672,8.440615654,0.850715518,62.86000061,0.755036652,-0.087395735,0.899560452,KGZ,98.93,9.116896961,6.613752024,99.34651184,93.47655414,24.80719948,26.34638977,105.0209427,89.02770233,7.9,2.2,87,7.4,9.7,Lower-middle income,23,70.20243902,5719600,64.483,35.517
Latvia,LVA,2013,5.069770336,10.11516857,0.834022582,65.19999695,0.630507529,-0.076605313,0.836553633,LVA,100,22.57349232,-0.029454778,99.41632843,56.917378,39.5992012,92.07737732,100.3862686,114.7768097,12.7760176,1.1,98,12.6,11.1,High income,75.2344,73.98292683,2012647,32.075,67.925
Lebanon,LBN,2013,4.983288765,9.808097839,0.708228052,65.58000183,0.654868305,-0.009910402,0.920827806,LBN,99.99804688,-2.472921299,4.821019563,91.28074342,7.256819352,5.935200214,62.93905588,103.8314319,85.87845777,12.6,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,70.5,78.683,5913016,12.21,87.79
Lithuania,LTU,2013,5.595689297,10.26077843,0.91251415,64.90000153,0.555815279,-0.240327045,0.936335504,LTU,100,21.22123505,1.047479371,101.3880005,36.21262458,26.34339905,82.05432129,101.7545776,108.9944077,12.7760176,0.7,96,13.1,10.5,High income,68.4529,73.91463415,2957689,33.014,66.986
Luxembourg,LUX,2013,7.130809307,11.63559151,0.916683257,71.09999847,0.789655447,-0.063244693,0.300811768,LUX,100,18.00281684,1.734039635,82.23399353,20.01081666,5.717599869,93.76705933,96.83534241,102.7363205,12.7760176,0.1,100,5.4,6.4,High income,93.7765,81.8,543360,10.426,89.574
Madagascar,MDG,2013,3.815607071,7.30725193,0.672546744,55.81999969,0.479550391,-0.017935818,0.86770767,MDG,12.9,8.762430047,5.826429445,67.96189117,50.77202982,81.14430237,12.25000954,143.894455,85.87845777,33.1,4.732528736,93.46857671,7.874074074,9.485264133,Low income,3,64.713,22961259,66.122,33.878
Malawi,MWI,2013,4.035084248,7.24541235,0.563161552,52.77999878,0.751995265,0.053021312,0.856666088,MWI,9,22.29355488,27.28333333,80.04418945,91.03471503,79.67559814,62.93905588,146.9149475,38.43732834,16.2,4.732528736,65,4.9,6.9,Low income,5.05,59.931,15839287,84.034,15.966
Malaysia,MYS,2013,5.770199776,10.01462269,0.830900133,65.63999939,0.79131043,0.262077361,0.755383492,MYS,99.92416382,29.41984502,2.105012312,102.8557663,8.57764478,2.747900009,89.40528107,104.6601563,81.87223053,3.2,0,97,7.874074074,9.485264133,Upper-middle income,57.05751226,75.072,29468923,27.07,72.93
Mali,MLI,2013,3.676277161,7.565345287,0.81969142,52.31999969,0.664711058,-0.052536648,0.754807353,MLI,32.25564575,16.48854499,-0.606736356,54.25202942,64.79330305,80.91750336,3.69588995,76.06292725,41.81766891,4.8,4.732528736,71,4.6,8.2,Low income,3.5,56.578,16449854,61.602,38.398
Malta,MLT,2013,6.379924774,10.47276211,0.942231417,70.94000244,0.909436285,0.402377993,0.750439852,MLT,100,20.68175702,1.180284364,97.98256683,1.554864505,3.245199919,111.7233582,101.7069397,94.07424927,12.7760176,0,100,6.1,6.1,High income,68.9138,81.74634146,425967,5.721,94.279
Mauritania,MRT,2013,4.199015141,8.505774498,0.741155803,58.29999924,0.60280025,-0.080985382,0.675553739,MRT,37.48311234,35.5290034,4.129101738,72.62330627,4.802955665,34.19620132,62.93905588,99.02223206,30.10103989,7.3,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,6.2,63.366,3817497,50.694,49.306
Mexico,MEX,2013,7.442546368,9.843951225,0.759138405,65.51999664,0.738716662,-0.169077858,0.614747047,MEX,99.23202515,20.15221532,3.806390697,109.4250412,13.29954326,9.232099533,70.99701691,109.4414825,93.3275528,4.3,4.732528736,97,4.9,5,Upper-middle income,43.46,74.93,118827158,21.301,78.699
Moldova,MDA,2013,5.75605917,9.191597939,0.802882969,62.13999939,0.657734275,-0.071667068,0.940632403,MDA,100,19.72243037,4.597878974,93.03943634,6.969494545,23.8173008,82.05825806,93.76831055,88.33605194,12.7760176,0.1,88,6,4.1,Lower-middle income,60,70.968,2858692,57.473,42.527
Mongolia,MNG,2013,4.912928104,9.259589195,0.934741557,59.06000137,0.748014033,0.132310167,0.927854478,MNG,81.2,26.28005202,10.49065676,91.28074342,1.693227092,3.005500078,77.36560822,108.6922989,85.87845777,14.7,4.732528736,79,4,4.5,Lower-middle income,17.69998424,68.566,2881783,31.903,68.097
Montenegro,MNE,2013,5.074341774,9.763354301,0.735565186,66.44000244,0.502264977,-0.179485664,0.69337213,MNE,99.7,8.217040789,2.205892681,91.28074342,63.47275032,49.34159851,62.93905588,103.8314319,85.87845777,12.7760176,3.2,97,20,18.8,Upper-middle income,60.31,76.089,621207,34.863,65.137
Morocco,MAR,2013,5.142160416,8.756592751,0.597165704,62.97999954,0.571629941,-0.207794234,0.771112204,MAR,97.2,27.02568361,1.880654667,96.02310181,14.64795845,11.59360027,54.05598068,110.3044586,85.87845777,4.4,0.9,81,9.1,9.6,Lower-middle income,56,75.227,33715705,40.3,59.7
Myanmar,MMR,2013,4.175670624,8.134365082,0.75672549,58.63999939,0.775447607,0.694116473,0.637765765,MMR,56.34173203,32.52491961,5.643038834,91.28074342,72.04213277,76.12329865,62.93905588,103.8314319,85.87845777,10.5,4.732528736,93.46857671,7.874074074,9.485264133,Low income,8,64.921,51852464,70.543,29.457
Nepal,NPL,2013,4.604576588,8.000445366,0.740098953,60.08000183,0.72226578,0.140699059,0.877340496,NPL,77.60891724,37.08132512,9.040163119,105.5447617,99.71566676,86.04949951,89.1158905,145.3626251,65.35343933,7,4.732528736,93.46857671,7.874074074,9.485264133,Low income,13.3,68.806,26916795,82.185,17.815
Netherlands,NLD,2013,7.406550407,10.85205364,0.924705446,71.01999664,0.918995857,0.30050984,0.504529953,NLD,100,28.06076372,2.506898527,91.28074342,11.97511205,4.935500145,92.82465363,103.8314319,85.87845777,12.7760176,0.1,100,7.2,7.3,High income,93.9564,81.30487805,16804432,10.813,89.187
New Zealand,NZL,2013,7.280151844,10.584589,0.958153486,69.86000061,0.944000423,0.231904894,0.312235802,NZL,100,19.61658562,1.134422664,91.28074342,74.25811223,30.20960045,62.93905588,97.94400024,115.2617035,12.7760176,4.732528736,100,5.2,6.4,High income,82.78,81.40731707,4442100,13.779,86.221
Nicaragua,NIC,2013,5.772274971,8.559204102,0.868216038,65,0.859149039,0.037440754,0.636246741,NIC,80.75727081,17.94962297,7.135467853,91.28074342,52.3043687,54.15980148,62.93905588,103.8314319,85.87845777,18.1,4.732528736,81,5.1,5.5,Lower-middle income,15.5,73.197,6062462,42.495,57.505
Niger,NER,2013,3.716329813,6.993816376,0.695813596,53.22000122,0.825387061,-0.077934362,0.710963428,NER,15.16402817,24.19263481,2.29723115,47.71931076,0.902934537,78.70400238,6.913519859,69.14922333,16.25382042,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,1.15,59.455,18504287,83.792,16.208
Nigeria,NGA,2013,4.81786871,8.563854218,0.662943304,52.45999908,0.621587694,0.049351502,0.905309319,NGA,55.6,19.28537201,8.475827285,91.28074342,18.43991275,82.21630096,62.93905588,94.11853027,56.20539856,9,4.732528736,65,4,3.4,Lower-middle income,19.1,52.228,171765819,53.882,46.118
North Macedonia,MKD,2013,5.186190605,9.554741859,0.832253754,65.13999939,0.640952647,0.020365,0.860541105,MKD,100,27.3777578,2.785000567,89.72982025,26.14046603,21.19960022,31.05462074,90.95458984,80.94806671,3.6,5.2,97,29,29,Upper-middle income,65.24,75.171,2076065,42.811,57.189
Pakistan,PAK,2013,5.138082504,8.358598709,0.607087076,55.27999878,0.447909594,0.093922131,0.791835248,PAK,71.10591888,14.66627252,7.692156119,63.74631119,31.00618779,48.13259888,73.06751251,79.65857697,36.00167084,15.1,6.2,89,2.8,3.4,Lower-middle income,9,66.117,191260799,64.387,35.613
Panama,PAN,2013,6.86648035,10.18779659,0.895719826,67.98000336,0.811337948,0.014273376,0.814464629,PAN,89.1,30.44436501,4.027159916,99.64926147,57.92587631,20.7227993,45.9366188,102.2057724,75.3299408,8.5,2.8,92,1.8,3.1,Upper-middle income,44.03,77.386,3835447,33.948,66.052
Paraguay,PRY,2013,5.936240673,9.405164719,0.938647211,65.44000244,0.908905864,0.036824789,0.902550995,PRY,99.015884,23.94859236,2.683857387,91.28074342,99.99503155,62.5381012,62.93905588,103.8314319,85.87845777,7.7,1.7,94,4,5,Lower-middle income,36.9,73.274,6510273,39.803,60.197
Peru,PER,2013,5.782557487,9.360538483,0.796768486,68.27999878,0.703041255,-0.068572894,0.869899273,PER,92.135365,21.91445645,2.806716509,96.84059906,53.93968648,28.3526001,83.46414948,103.7429504,98.54975891,5.6,4.4,93.46857671,7.874074074,9.485264133,Upper-middle income,39.2,75.258,29773986,23.011,76.989
Philippines,PHL,2013,4.976925373,8.796467781,0.846413136,61.77999878,0.907458425,0.019095086,0.756388545,PHL,87.5,36.35440434,2.582687661,91.28074342,26.40368825,27.83889961,62.93905588,103.8314319,85.87845777,13.8,4.732528736,91,3.3,3.8,Lower-middle income,48.09902359,70.315,98871558,54.097,45.903
Poland,POL,2013,5.746131897,10.14605427,0.911934912,67.63999939,0.775931358,-0.13967891,0.915677428,POL,100,17.21244341,0.991982606,96.64031982,10.40531148,11.4137001,77.6602478,100.3344498,107.3509827,12.7760176,0.4,99,9.7,11.1,High income,62.8492,77,38040196,39.471,60.529
Portugal,PRT,2013,5.157688141,10.31038094,0.867180824,70.01999664,0.78803277,-0.122254021,0.946257353,PRT,100,15.61914481,0.274416667,91.28074342,58.31915146,30.17359924,90.25910187,109.5183105,119.4554214,12.7760176,0.8,100,16,16.4,High income,62.0956,80.72195122,10457295,37.648,62.352
Romania,ROU,2013,5.081584454,10.00325775,0.777552068,65.94000244,0.654542148,-0.132834226,0.95184356,ROU,100,24.53222131,3.984712355,91.28074342,34.42155255,23.09129906,88.31976318,103.8314319,96.64544678,12.7760176,6,100,7.7,6.3,Upper-middle income,49.7645,75.06341463,19983693,46.063,53.937
Russia,RUS,2013,5.537177563,10.17855549,0.880856991,61.81999969,0.661185563,-0.29289645,0.933804512,RUS,100,24.2820964,6.753710262,100.1080017,17.17463022,3.606800079,78.54004669,99.76957703,97.68347931,12.7760176,0,96,5.8,5.1,High income,67.97,70.57878049,143506995,26.137,73.863
Rwanda,RWA,2013,3.466387749,7.423007488,0.749632955,57.70000076,0.904272258,-0.027295494,0.117165409,RWA,15.2,16.52039718,5.92426868,69.14878082,35.88129932,88.47440338,15.16565037,144.3056641,40.71788025,34.7,57.9,93.46857671,7.874074074,9.485264133,Low income,9,66.219,10811538,83.053,16.947
Saudi Arabia,SAU,2013,6.495132923,10.72929192,0.826695323,62.79999924,0.661042333,-0.082015999,0.750439852,SAU,100,44.6088549,3.532524707,110.9642792,0.000352092,0.0092,14.39731026,116.4160767,85.87845777,4.6,4.732528736,99,2.8,20.7,High income,60.5,74.402,30052058,17.26,82.74
Senegal,SEN,2013,3.647367001,7.942817688,0.822957873,57.59999847,0.635539532,-0.054996092,0.836612225,SEN,57,16.28854174,0.710245487,60.68394852,10.41842179,43.59759903,14.9982996,84.59472656,48.12828064,11.5,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,13.1,65.939,13782429,54.981,45.019
Serbia,SRB,2013,5.101840496,9.642289162,0.828068733,66.12000275,0.532839715,-0.103494741,0.908122003,SRB,99.92,13.94965762,7.694263629,98.90995789,26.06368063,20.19169998,58.36442947,100.8955383,94.40921021,3.2,5.8,93,20.9,23.8,Upper-middle income,53.45036418,75.18536585,7164132,44.531,55.469
Sierra Leone,SLE,2013,4.514291286,7.557335854,0.708426833,48.93999863,0.719510674,-0.071611904,0.855862677,SLE,13.5,-12.88073351,5.51827137,62.97579956,64.10973904,75.665802,8.71323967,118.2061005,38.92121124,25.3,4.732528736,93.46857671,7.874074074,9.485264133,Low income,4,51.731,6863975,59.964,40.036
Singapore,SGP,2013,6.53320694,11.35511017,0.807910562,72.83999634,0.827102542,0.110323042,0.242398053,SGP,100,45.51569711,2.358604154,91.28074342,1.546832329,0.56129998,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,100,3.5,4.4,High income,80.90205685,82.24634146,5399162,0,100
Slovakia,SVK,2013,5.936527252,10.19055843,0.909378529,67.16000366,0.597935796,-0.052728705,0.914539933,SVK,100,23.71497622,1.40047369,94.59078217,22.28028337,10.67749977,91.91332245,100.5876083,90.81761169,4,0.3,100,14,14.5,High income,77.8826,76.41219512,5413393,45.86,54.14
Slovenia,SVN,2013,5.974888802,10.38077831,0.932119727,69.68000031,0.890059829,0.032069143,0.917839587,SVN,100,21.91594044,1.769200859,99.29289246,32.32336011,22.00639915,93.32073212,99.94418335,111.0648575,12.7760176,0,100,9.4,10.9,High income,72.6756,80.32195122,2059953,46.668,53.332
South Africa,ZAF,2013,3.660727262,9.548055649,0.839424491,52.29999924,0.714169025,-0.08629822,0.799543023,ZAF,85.2,15.36216988,5.776404135,91.28074342,0.609023982,9.781999588,62.93905588,102.6704025,85.87845777,4.3,4.732528736,91,23,26.5,Upper-middle income,46.5,61.099,53687125,36.207,63.793
South Korea,KOR,2013,5.958809853,10.51924419,0.79669416,71.55999756,0.641884267,-0.053803358,0.831863225,KOR,100,34.84912557,1.301377058,103.1858978,1.632858702,1.915099978,92.8436203,98.06349182,99.36505127,12.7760176,4.732528736,99,3.3,2.8,High income,84.77,81.27073171,50428893,18.221,81.779
Spain,ESP,2013,6.150027275,10.4734354,0.928640485,71.36000061,0.759356439,-0.105330877,0.915822566,ESP,100,19.2594697,1.408546292,99.21613312,39.58357761,16.96050072,97.41483307,108.193779,123.1873016,12.7760176,1.2,100,25.6,26.7,High income,71.635,83.07804878,46620045,20.867,79.133
Sri Lanka,LKA,2013,4.364694118,9.342610359,0.809175253,65.63999939,0.834020317,0.262438327,0.842013538,LKA,90.2,29.86377452,6.908450348,98.31141663,59.8769026,59.87639999,64.24028778,100.6436081,99.48948669,9.2,4.732528736,89,3.1,6.4,Lower-middle income,43.1947021,75.974,20585000,81.802,18.198
Palestine,PSE,2013,4.844027996,8.594526291,0.760899544,63.08116208,0.453903377,-0.160124198,0.779645741,PSE,99.73147583,7.34119643,1.724399336,96.0062027,0,11.73750019,46.42750168,96.44393158,84.00589752,12.7760176,4.732528736,96,18.2,27.4,Lower-middle income,46.6,73.17,4076708,25.137,74.863
Sweden,SWE,2013,7.434010506,10.78853893,0.915648043,71.31999969,0.935910523,0.155657694,0.324481547,SWE,100,27.33683545,-0.04429297,102.461853,54.03349648,48.11999893,95.00968933,120.4247513,128.5563812,12.7760176,0.6,100,8.2,7.9,High income,94.7836,81.95609756,9600379,14.064,85.936
Syria,SYR,2013,2.687552929,8.418934822,0.585450053,59.81999969,0.45488289,0.221554503,0.663430989,SYR,90.13881683,22.29355488,5.081150938,72.29299164,12.03176386,3.124200106,5.548779964,81.66355133,52.53155899,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,26.2,70.049,19578466,47.471,52.529
Tajikistan,TJK,2013,4.966521263,7.916160107,0.700642824,61.20000076,0.693119764,0.058206622,0.76423651,TJK,98.83737183,11.84948265,5.009646453,91.28074342,99.74291557,55.12450027,9.787520409,100.7993469,88.50041962,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,16,69.609,8059782,73.411,26.589
Tanzania,TZA,2013,3.852394819,7.683146954,0.803418577,55.38000107,0.654182136,0.053889256,0.859005868,TZA,16.4,27.01681244,7.870723646,76.7352066,29.50681703,83.92230225,33.43183899,90.0418396,85.87845777,26.2,4.732528736,49,2.1,3.8,Low income,4.4,61.398,48483132,69.804,30.196
Thailand,THA,2013,6.231024742,9.644870758,0.926377833,67.63999939,0.781081975,0.454450846,0.925430059,THA,99.42706299,27.22076986,2.184886185,91.28074342,8.277930019,22.95590019,62.93905588,96.91784668,81.99915314,8.2,0,99,0.3,0.2,Upper-middle income,28.94,75.378,68144519,53.807,46.193
Trinidad and Tobago,TTO,2013,6.167706966,10.29314804,0.883180499,64.44000244,0.846941471,0.123256274,0.947674036,TTO,100,22.29355488,5.199817405,91.28074342,0,0.363400012,62.93905588,103.8314319,85.87845777,6.6,4.732528736,93.46857671,7.874074074,9.485264133,High income,63.8,72.582,1353708,46.47,53.53
Tunisia,TUN,2013,5.245604992,9.265080452,0.647967458,66.54000092,0.536287725,-0.211687595,0.886026919,TUN,99.7,13.6278045,5.316235313,96.80471802,2.333931777,13.16539955,41.30670929,111.3901062,90.0758667,2.9,4.732528736,94,13.3,23,Upper-middle income,43.8,75.552,10952949,32.505,67.495
Turkey,TUR,2013,4.888177395,10.08216667,0.795451164,67.37999725,0.540723383,-0.23243539,0.698064804,TUR,100,23.91153029,7.493090305,91.28074342,28.8231718,13.79539967,27.67964935,107.1542816,100.4837189,12.7760176,0.3,96,7.9,10.6,Upper-middle income,46.25,75.784,75925454,27.469,72.531
Uganda,UGA,2013,3.709578753,7.614126205,0.878275216,54.61999893,0.76302135,0.049727295,0.820480824,UGA,13.9,22.56790558,4.902714419,56.45769882,96.26767366,92.54540253,11.30228996,112.0489273,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,43.1947021,59.881,35694519,79.042,20.958
Ukraine,UKR,2013,4.710802555,9.474287987,0.896510422,63.15999985,0.568715692,-0.222087637,0.937324286,UKR,100,8.770158572,-0.238948626,103.3503494,7.800997388,3.488100052,83.87657928,101.1218185,96.52194214,12.7760176,0,94,8,6.2,Lower-middle income,40.954129,71.1595122,45489648,31.125,68.875
United Arab Emirates,ARE,2013,6.620951176,11.04059601,0.863715768,65.27999878,0.93597883,-0.002299078,0.750439852,ARE,100,22.29355488,1.101118364,95.68698883,0.094142456,0.102899998,81.48178864,98.66689301,85.87845777,3.6,0,93.46857671,7.874074074,9.485264133,High income,88,76.903,9197908,14.934,85.066
United Kingdom,GBR,2013,6.918055058,10.67341232,0.936884105,69.58000183,0.905278027,0.342465341,0.568043172,GBR,100,11.53458137,2.291666667,91.28074342,14.98848014,6.01760006,79.30452728,107.1119995,123.7762909,12.7760176,0.2,100,8,7,High income,89.8441,81.00487805,64128273,17.898,82.102
United States,USA,2013,7.249285221,10.94091511,0.92539686,66.63999939,0.79225564,0.26937291,0.746894062,USA,100,19.28979499,1.464832656,91.28074342,12.63791912,9.083299637,71.5239563,99.45543671,96.18649292,12.7760176,1,99,7.6,7.1,High income,71.4,78.74146341,316059947,18.701,81.299
Uruguay,URY,2013,6.444464684,9.991471291,0.917279661,67.33999634,0.888278008,-0.053028893,0.585632265,URY,99.611808,14.22385569,8.57513504,103.4294891,80.85234094,51.86640167,92.27005768,111.701561,109.451622,12.7760176,0.2,99,5,8.2,High income,57.69,77.124,3389436,5.157,94.843
Uzbekistan,UZB,2013,5.939986229,8.662359238,0.962780654,63.02000046,0.949539959,-0.040499594,0.433931798,UZB,99.96624756,33.28771201,5.081150938,96.60858917,21.32841328,1.133000016,24.0637207,97.63627625,91.79508209,12.7760176,4.732528736,97,5,4.7,Lower-middle income,26.8,70.41,30243200,49.05,50.95
Venezuela,VEN,2013,6.552796364,9.801931381,0.896301091,65.18000031,0.64196521,-0.227711573,0.837299705,VEN,99.23580933,19.02767037,40.63942752,96.05863953,67.8345242,15.28800011,76.11312866,102.5727386,93.44113922,3.3,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,54.9,72.918,29781046,11.867,88.133
Vietnam,VNM,2013,5.022698879,8.889822006,0.75947696,64.73999786,0.91960746,-0.045563158,0.771245837,VNM,98.53603363,29.63653299,6.592674759,100.0165863,41.66200202,37.68399811,82.42048645,108.4108963,85.87845777,8.7,4.732528736,91,1.5,1.1,Lower-middle income,38.5,75.006,90752593,67.571,32.429
Zambia,ZMB,2013,5.243995667,8.110990524,0.761311531,51.38000107,0.769912362,-0.10499499,0.732267559,ZMB,28.08742714,32.9503766,6.977676055,79.97387695,99.85714286,86.56230164,62.93905588,102.7136688,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,59.746,14926551,59.135,40.865
Zimbabwe,ZWE,2013,4.690187931,7.755186558,0.799273849,48.79999924,0.575884283,-0.089404978,0.830936551,ZWE,38.3363533,-4.940879119,1.634950415,98.49018097,53.93939394,79.30590057,46.95561981,109.8927917,52.40567017,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,15.5,56.897,13350378,67.346,32.654
Albania,ALB,2014,4.813763142,9.357805252,0.625586927,68.72000122,0.734648407,-0.026297539,0.882704437,ALB,99.95,15.93724254,1.625865044,100.9847183,100,38.69739914,83.35005188,104.1080399,97.68486786,4.4,1.6,93,19.9,15.5,Upper-middle income,54.3,77.813,2889104,43.577,56.423
Algeria,DZA,2014,6.354898453,9.355415344,0.818189442,65.90000153,0.738455519,-0.002299078,0.750439852,DZA,99.07403564,43.35388468,2.916926921,108.3915787,0.395379969,0.068700001,62.93905588,118.5028076,85.87845777,2.9,4.732528736,93,9,15.6,Upper-middle income,29.5,75.878,38923688,29.779,70.221
Angola,AGO,2014,3.794837952,9.009897232,0.754615486,53.08000183,0.374541551,-0.170030981,0.83407563,AGO,32,29.96672177,7.280387304,91.28074342,53.17510549,48.2112999,62.93905588,103.8314319,85.87845777,14.2,4.732528736,54,10,9.1,Upper-middle income,21.4,58.776,26941773,37.269,62.731
Argentina,ARG,2014,6.671114445,10.06688499,0.917870402,66.77999878,0.745057762,-0.167843536,0.854191601,ARG,100,15.75200992,5.081150938,103.1064377,31.5762042,9.781399727,73.24919891,111.459671,106.0355606,12.7760176,0.9,99,6.5,8.4,High income,64.7,75.913,42669500,8.623,91.377
Armenia,ARM,2014,4.453083038,9.315198898,0.738763511,65.76000214,0.506487131,-0.222088203,0.920390487,ARM,99.71,13.28125739,2.981308689,96.65222931,25.75483871,7.080900192,49.46955872,96.86598969,85.88350677,2.9,1.5,99,15.7,19.4,Lower-middle income,54.62280586,74.273,2912403,36.888,63.112
Australia,AUS,2014,7.288550377,10.7630024,0.92379874,70.51999664,0.922932267,0.314924538,0.44202137,AUS,100,23.5936398,2.487922705,91.28074342,14.90671221,9.316900253,113.6254272,105.4570923,85.87845777,12.7760176,0.5,100,6,6.2,High income,84,82.3,23475686,14.398,85.602
Austria,AUT,2014,6.949999809,10.87678051,0.898920476,70.30000305,0.885026872,0.113623381,0.566931307,AUT,100,25.98487076,1.60581183,98.69184875,81.05686835,35.79090118,101.0194397,101.6281891,99.66307831,12.7760176,0.2,100,5.8,5.4,High income,80.99582496,81.4902439,8546356,42.474,57.526
Azerbaijan,AZE,2014,5.25153017,9.606963158,0.799433351,62.81999969,0.732772946,-0.211433947,0.65384531,AZE,100,40.18196009,1.373441815,98.12570953,5.629246199,2.116600037,23.10553932,106.0598907,85.87845777,12.7760176,4.732528736,91,4,5.8,Upper-middle income,75.00001564,72.022,9535079,45.578,54.422
Bahrain,BHR,2014,6.165133953,10.80198097,0.814506296,65.95999908,0.738455519,-0.002299078,0.750439852,BHR,100,31.40689418,2.647553212,96.6472168,0,0,57.05358887,99.7290802,98.94239807,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,High income,90.50313348,76.624,1336073,11.085,88.915
Bangladesh,BGD,2014,4.635564804,8.323469162,0.577065051,63.27999878,0.735512853,-0.111779079,0.789374709,BGD,62.4,37.77929258,6.991638892,91.28074342,1.319724237,37.28649902,62.93905588,103.8314319,85.87845777,14.2,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,7.4,71.231,154517385,66.465,33.535
Belarus,BLR,2014,5.812400818,9.858455658,0.880258858,64.54000092,0.647184551,-0.051936623,0.68150872,BLR,100,27.3490219,18.11955435,98.66790771,0.722614078,6.691999912,102.2499619,98.30412292,105.52314,12.7760176,0,93.46857671,7.874074074,9.485264133,Upper-middle income,59.02,72.97073171,9474511,23.307,76.693
Belgium,BEL,2014,6.855329037,10.79443264,0.943549156,69.83999634,0.86095351,-0.002903926,0.511975765,BEL,100,24.57515733,0.340002833,91.28074342,17.0806411,9.124799728,118.2440872,103.6480637,162.2993469,12.7760176,0.1,100,9,7.9,High income,85,81.28780488,11209057,2.167,97.833
Belize,BLZ,2014,5.955646515,9.135219574,0.756932497,65,0.873569071,0.001100461,0.782105386,BLZ,91.37887573,11.30677335,5.081150938,102.061203,50.70547537,40.23770142,50.25458908,111.552742,79.76219177,7.8,4.732528736,97,4.8,14,Upper-middle income,38.7,73.782,353366,54.665,45.335
Benin,BEN,2014,3.347419262,7.966898441,0.506091297,54.04000092,0.775545776,-0.095376253,0.854826927,BEN,34.1,18.60217892,-0.548757551,79.45439911,0,51.0489006,20.7798996,129.5956726,56.23654175,7.5,4.732528736,93.46857671,7.874074074,9.485264133,Low income,6,60.345,10286839,54.834,45.166
Bhutan,BTN,2014,4.938578129,9.143029213,0.880341947,62.41999817,0.834222496,0.266661018,0.650338471,BTN,91.39948273,27.71248947,8.271060939,96.23844147,99.99286108,86.54250336,18.68844986,105.4768219,82.71891785,12.7760176,4.732528736,95,1.9,3.5,Lower-middle income,30.3,70.046,719053,62.082,37.918
Bolivia,BOL,2014,5.864798546,8.933479309,0.821344614,62.5,0.881058872,0.016501993,0.831854463,BOL,90.038729,20.78947779,5.766600746,90.71195984,28.00685323,10.76980019,67.24047089,95.90289307,90.38321686,15.5,5.7,90,1.4,2.9,Lower-middle income,34.6,69.891,10706517,31.953,68.047
Bosnia and Herzegovina,BIH,2014,5.248954296,9.373147964,0.787651718,67,0.411937386,0.231438369,0.976339638,BIH,100,8.20747264,-0.897194054,91.28074342,36.72648515,23.67589951,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,96,25.2,31.2,Upper-middle income,49.91773243,76.723,3482106,53.16,46.84
Botswana,BWA,2014,4.031197071,9.593237877,0.859477818,52.36000061,0.791371226,-0.09653639,0.743073821,BWA,59.94039536,40.74493952,4.402253092,91.28074342,0.043233895,28.14719963,20.00521088,103.7176437,85.87845777,27.3,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,36.74474744,66.265,2088619,33.632,66.368
Brazil,BRA,2014,6.980998993,9.661138535,0.898316443,64.54000092,0.713814318,-0.118297406,0.710303426,BRA,99.650247,16.13440726,6.329040155,91.28074342,73.08207385,41.82920074,62.93905588,103.8314319,85.87845777,2.6,2.7,98,5.6,8.1,Upper-middle income,54.55100188,74.745,202763744,14.508,85.492
Bulgaria,BGR,2014,4.438439846,9.862991333,0.885949194,65.76000214,0.575595915,-0.060133282,0.954636931,BGR,100,23.56374476,-1.418183803,97.95253754,15.74360176,17.11720085,79.70017242,96.66216278,104.1487808,3.4,1.6,99,12.3,10.4,Upper-middle income,55.49,74.46585366,7223938,26.349,73.651
Burkina Faso,BFA,2014,3.481347799,7.521125793,0.742262065,52.95999908,0.709964514,-0.002550175,0.800757825,BFA,19.2,13.38918085,-0.258089518,60.84949875,10.39712793,75.24259949,4.177480221,87.33791351,30.35403061,12,43.8,51,3.9,9.2,Low income,6,59.45,17586029,73.066,26.934
